codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.7.2.8.10.2.1.00.00.00.00.000;02;0201;163.354,28;116.618,71;0000;"Transferencias de Convenio dos Estados Destinadas a Programas de Educacao - Principal";S;06;000;176.854,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.10.2.1.01.00.00.00.000;02;0201;163.354,28;116.618,71;0000;"TRANSFERENCIAS DE CONVENIOS PARA O TRANSPORTE ESCOLAR - PRINCIPAL";S;07;000;176.854,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.10.2.1.01.01.00.00.000;02;0201;163.354,28;116.618,71;1017;"PEATE RS";A;08;000;176.854,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.10.9.0.00.00.00.00.000;02;0201;10.244,94;7.969,98;0000;"OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS";S;06;000;90.244,94;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.10.9.1.00.00.00.00.000;02;0201;10.244,94;7.969,98;0000;"Outras Transferencias de Convenio dos Estados - Principal";S;06;000;90.244,94;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.10.9.1.07.00.00.00.000;02;0201;10.244,94;7.969,98;1103;"PROGRAMA OASF - ORIENTACAO E APOIO SOCIO-FAMILIAR - PRINCIPAL";A;07;000;10.244,94;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.10.9.1.11.00.00.00.000;02;0201;0,00;0,00;1028;"PROGRAMA NENHUMA CASA SEM BANHEIRO RV1028";A;07;000;80.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.99.0.0.00.00.00.00.000;02;0201;21.137,53;33.531,83;0000;"OUTRAS TRANSFERENCIAS DOS ESTADOS";S;05;000;24.505,71;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.99.1.0.00.00.00.00.000;02;0201;21.137,53;33.531,83;0000;"OUTRAS TRANSFERENCIAS DOS ESTADOS";S;06;000;24.505,71;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.99.1.1.00.00.00.00.000;02;0201;21.137,53;33.531,83;0000;"OUTRAS TRANSFERENCIAS DOS ESTADOS - PRINCIPAL";S;06;000;24.505,71;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.99.1.1.01.00.00.00.000;02;0201;137,53;531,83;1114;"COTA-PARTE DAS MULTAS DE TRANSITO - PRINCIPAL";A;07;000;505,71;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.2.8.99.1.1.02.00.00.00.000;02;0201;21.000,00;33.000,00;1112;"PIT FE - PROGRAMA DE INTEGRACAO TRIBUTARIA RV1112";A;07;000;24.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.5.0.00.0.0.00.00.00.00.000;02;0201;2.952.232,04;4.544.982,05;0000;"TRANSFERENCIAS DE OUTRAS INSTITUICOES PUBLICAS";S;03;000;4.429.784,44;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.5.8.00.0.0.00.00.00.00.000;02;0201;2.952.232,04;4.544.982,05;0000;"TRANSFERENCIAS DE OUTRAS INSTITUICOES PUBLICAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;4.429.784,44;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.5.8.01.0.0.00.00.00.00.000;02;0201;2.952.232,04;4.544.356,61;0000;"TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO – FUND";S;05;000;4.429.784,44;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.5.8.01.1.0.00.00.00.00.000;02;0201;2.952.232,04;4.544.356,61;0000;"TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO – FUND";S;06;000;4.429.784,44;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.5.8.01.1.1.00.00.00.00.000;02;0201;2.952.232,04;4.544.356,61;0031;"TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO – FUND";A;06;000;4.429.784,44;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.5.8.99.0.0.00.00.00.00.000;02;0201;0,00;625,44;0000;"OUTRAS TRANSFERENCIAS MULTIGOVERNAMENTAIS";S;05;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.5.8.99.1.0.00.00.00.00.000;02;0201;0,00;625,44;0000;"OUTRAS TRANSFERENCIAS MULTIGOVERNAMENTAIS";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.5.8.99.1.1.00.00.00.00.000;02;0201;0,00;625,44;0000;"OUTRAS TRANSFERENCIAS MULTIGOVERNAMENTAIS - PRINCIPAL";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.5.8.99.1.1.01.00.00.00.000;02;0201;0,00;625,44;0001;"IRRF PELO COFRON RATEADO AOS MUNICIPIOS PARTICIPES";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.7.0.00.0.0.00.00.00.00.000;02;0201;0,00;11.628,78;0000;"TRANSFERENCIAS DE PESSOAS FISICAS";S;03;000;8.128,78;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.7.8.00.0.0.00.00.00.00.000;02;0201;0,00;11.628,78;0000;"TRANSFERENCIAS DE PESSOAS FISICAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;8.128,78;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.7.8.01.0.0.00.00.00.00.000;02;0201;0,00;11.628,78;0000;"TRANSFERENCIAS DE PESSOAS FISICAS - ESPECIFICAS DE E/DF/M";S;05;000;8.128,78;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.7.8.01.9.0.00.00.00.00.000;02;0201;0,00;11.628,78;0000;"OUTRAS TRANSFERENCIAS DE PESSOAS FISICAS - ESPECIFICAS DE E/DF/M - NAO ESPECIFICADAS ANTERIORMENTE";S;06;000;8.128,78;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.7.8.01.9.1.00.00.00.00.000;02;0201;0,00;11.628,78;0000;"Outras Transferencia de Pessoas Fisicas- Especificas de E/DF/M - Nao Especificadas Anteriormente - Principal";S;06;000;8.128,78;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.7.8.01.9.1.01.00.00.00.000;02;0201;0,00;11.628,78;0000;"DOACOES EM BENEFICIO DE CRIANCAS E ADOLESCENTES - PF - PRINCIPAL";S;07;000;8.128,78;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.7.8.01.9.1.01.01.00.00.000;02;0201;0,00;8.128,78;1050;"DOACOES PARA O FUNDICA RV 1050 RECEBIDAS VIA SRF";A;08;000;8.128,78;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.7.8.01.9.1.01.02.00.00.000;02;0201;0,00;3.500,00;1050;"DOACOES PARA O FUNDICA RV1050 RECEBIDOS NA TESOURARIA";A;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.0.0.00.0.0.00.00.00.00.000;02;0201;112.165,27;269.615,27;0000;"OUTRAS RECEITAS CORRENTES";S;02;000;145.865,27;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.0.00.0.0.00.00.00.00.000;02;0201;112.165,27;163.133,02;0000;"INDENIZACOES, RESTITUICOES E RESSARCIMENTOS";S;03;000;145.865,27;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.00.0.0.00.00.00.00.000;02;0201;112.165,27;163.133,02;0000;"INDENIZACOES, RESTITUICOES E RESSARCIMENTOS - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS";S;04;000;145.865,27;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.01.0.0.00.00.00.00.000;02;0201;57.400,00;55.804,60;0000;"INDENIZACOES- ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS";S;05;000;57.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.01.1.0.00.00.00.00.000;02;0201;57.400,00;55.804,60;0000;"INDENIZACOES - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS";S;06;000;57.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.01.1.1.00.00.00.00.000;02;0201;57.400,00;55.804,60;0000;"INDENIZACOES - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS - PRINCIPAL";S;06;000;57.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.01.1.1.01.00.00.00.000;02;0201;57.400,00;55.804,60;0001;"PARTICIPACAO DOS SERVIDORES NO AUXILIO-ALIMENTACAO - PRINCIPAL";A;07;000;57.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.0.0.00.00.00.00.000;02;0201;54.765,27;107.328,42;0000;"RESTITUICOES - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS";S;05;000;88.465,27;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.0.00.00.00.00.000;02;0201;54.765,27;107.328,42;0000;"OUTRAS RESTITUICOES - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS - NAO ESPECIFICADAS ANTERIORMENTE";S;06;000;88.465,27;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.1.00.00.00.00.000;02;0201;54.765,27;102.146,89;0000;"Outras Restituicoes - Especificas para Estados/DF/Municipios - Nao Especificadas Anteriormente - Principal";S;06;000;88.465,27;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.1.02.00.00.00.000;02;0201;54.765,27;64.369,00;0001;"PROGRAMA TROCA-TROCA - PRINCIPAL";A;07;000;54.765,27;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.1.08.00.00.00.000;02;0201;0,00;104,13;0001;"INDENIZACAO  POR DANO AO PATRIMONIO PUBLICO - PRINCIPAL";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.1.09.00.00.00.000;02;0201;0,00;37.673,76;0001;"RESTITUICAO DE VALORES DE ANOS ANTERIORES - PRINCIPAL";A;07;000;33.700,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.3.00.00.00.00.000;02;0201;0,00;3.602,60;0000;"Outras Restituicoes - Especificas para Estados/DF/Municipios - Nao Especificadas Anteriormente - Divida Ativa";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.3.02.00.00.00.000;02;0201;0,00;744,70;0001;"PROGRAMA TROCA-TROCA - DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.3.03.00.00.00.000;02;0201;0,00;34,97;0001;"RESTITUICAO PELO USO DE BENS DO MUNICIPIO - DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.3.07.00.00.00.000;02;0201;0,00;2.265,05;0001;"INDENIZACAO DE VALORES GLOSADOS EM PRESTACAO DE CONTAS - DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.3.08.00.00.00.000;02;0201;0,00;557,88;0001;"INDENIZACAO  POR DANO AO PATRIMONIO PUBLICO - DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.4.00.00.00.00.000;02;0201;0,00;1.578,93;0000;"Outras Restituicoes - Especificas para Estados/DF/Municipios - Nao Especificadas Anteriormente - Multas e Juros de Mora da Divida Ativa";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.4.02.00.00.00.000;02;0201;0,00;961,23;0001;"PROGRAMA TROCA-TROCA - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.4.03.00.00.00.000;02;0201;0,00;64,70;0001;"RESTITUICAO PELO USO DE BENS DO MUNICIPIO - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.4.07.00.00.00.000;02;0201;0,00;212,68;0001;"INDENIZACAO DE VALORES GLOSADOS EM PRESTACAO DE CONTAS - MULTA E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.2.8.02.9.4.08.00.00.00.000;02;0201;0,00;340,32;0001;"INDENIZACAO  POR DANO AO PATRIMONIO PUBLICO - MULTA E JUROS DA DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.00.0.0.00.00.00.00.000;02;0201;0,00;106.482,25;0000;"DEMAIS RECEITAS CORRENTES";S;03;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.99.0.0.00.00.00.00.000;02;0201;0,00;106.482,25;0000;"OUTRAS RECEITAS";S;05;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.99.1.0.00.00.00.00.000;02;0201;0,00;7.035,88;0000;"OUTRAS RECEITAS - PRIMARIAS";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.99.1.3.00.00.00.00.000;02;0201;0,00;7.022,58;0000;"Outras Receitas - Primarias - Divida Ativa";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.99.1.3.05.00.00.00.000;02;0201;0,00;7.022,58;0001;"RECEITAS DE ALIENACAO DE SUCATAS - DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.99.1.4.00.00.00.00.000;02;0201;0,00;13,30;0000;"Outras Receitas - Primarias - Multas e Juros de Mora da Divida Ativa";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.99.1.4.05.00.00.00.000;02;0201;0,00;13,30;0001;"RECEITAS DE ALIENACAO DE SUCATAS - DIVIDA ATIVA - MULTA E JUROS DE MORA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.99.2.0.00.00.00.00.000;02;0201;0,00;99.446,37;0000;"OUTRAS RECEITAS - FINANCEIRAS";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.99.2.1.00.00.00.00.000;02;0201;0,00;99.446,37;0000;"OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.9.9.0.99.2.1.02.00.00.00.000;02;0201;0,00;99.446,37;0001;"DESCONTOS FINANCEIROS OBTIDOS - PRINCIPAL";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.0.0.0.00.0.0.00.00.00.00.000;02;0201;709.193,50;238.750,00;0000;"RECEITAS DE CAPITAL";S;01;000;1.654.844,98;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.0.0.00.0.0.00.00.00.00.000;02;0201;709.193,50;238.750,00;0000;"TRANSFERENCIAS DE CAPITAL";S;02;000;1.654.844,98;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.0.00.0.0.00.00.00.00.000;02;0201;709.193,50;238.750,00;0000;"TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES";S;03;000;871.760,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
